alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
mozi-008-exaltation-of-the-virtuous-i__align-0001,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,1,8.1 - 8.2,子墨子言曰：今者王公大人爲政於國家者，皆欲國家之富，人民之衆，刑政之治。,8.1,"Motse said: Now, all tie rulers desire tieir provinces to be wealthy, their people to be numerous, and their jurisdiction to secure order."
mozi-008-exaltation-of-the-virtuous-i__align-0002,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,3,8.3,然而不得富而得貧，不得衆而得寡，不得治而得亂，則是本失其所欲，得其所惡。,8.2,"But what they obtain is not wealth but poverty, not multitude but scarcity, not order but chaos — this is to lose what they desire and obtain what they avert."
mozi-008-exaltation-of-the-virtuous-i__align-0003,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,4,8.4,是其故何也？,8.3,Why is this?
mozi-008-exaltation-of-the-virtuous-i__align-0004,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,5,8.5 - 8.6,子墨子言曰：是在王公大人爲政於國家者，不能以尚賢事能爲政也。,8.4,Motse said: This is because the rulers have failed to exalt the virtuous and to employ the capable in their government.
mozi-008-exaltation-of-the-virtuous-i__align-0005,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,5,6,exact_or_near_exact,0.93,7,8.7 - 8.11,是故國有賢良之士衆，則國家之治厚，賢良之士寡，則國家之治薄。故大人之務，將在於衆賢而已。曰：然則衆賢之術，將奈何哉？子墨子言曰：,8.5 - 8.10,"When the virtuous are numerous in the state, order will be stable; when the virtuous are scarce, order will be unstable. Therefore the task of the lords lies nowhere but in multiplying the virtuous. But what is the way to multiply the virtuous? Motse said: Supposing it is desired to multiply good archers and good drivers in the country, it will be only natural to enrich them, honotir them, respect them, and commend them; then good archers and good drivers can be expected to abound in the country. How much more should this be done in the case of the virtuous and the excellent who are firm in morality, versed in rhetoric, and experienced in statecraft — since these are the treasures of the nation and props of the state? They should also be enriched, honoured, respected, and commended in order that they may abound."
mozi-008-exaltation-of-the-virtuous-i__align-0006,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,12,8.12 - 8.14,譬若欲衆其國之善射御之士者，必將富之貴之，敬之譽之，然後國之善射御之士，將可得而衆也。況又有賢良之士，厚乎德行，辯乎言談，博乎道術者乎？此固國家之珍，而社稷之佐也。,8.11 - 8.16,"When the ancient sage-kings administered the government they declared: "" The unrighteous will not be enriched, the unrighteous will not be honoured, the unrighteous will not be favoured, the unrighteous will not be placed near."""" Upon hearing this, the rich and honoured of the country all began to deliberate, saying: "" What I have been depending on was wealth and honour. Now the Lord promotes the righteous without discrimination against the poor and humble. Hence I may not do unrighteousness."""" Upon hearing this, the favoured also began to deliberate, saying: "" What I have been depending on was favour. Now the Lord promotes the righteous without discrimination against those thus far neglected. Hence I may not do unrighteousness/’ Upon tearing this, those placed near began to deliberate, saying: What I have been depending on was intimacy. Now the Lord promotes the righteous without discrimination against the distant."
mozi-008-exaltation-of-the-virtuous-i__align-0007,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,5,6,exact_or_near_exact,0.93,15,8.15 - 8.19,亦必且富之貴之，敬之譽之，然後國之良士，亦將可得而衆也。是故古者聖王之爲政也，言曰：「不義不富，不義不貴，不義不親，不義不近。」是以國之富貴人聞之，皆退而謀曰：「始我所恃者，富貴也。,8.17 - 8.22,"Hence I may not do unrighteousness.’' Upon hearing this, the distant also began to deliberate, saying: I used to think, being distant I had nothing to depend on. Now the Lord promotes the righteous without discrimination against the distant. Hence I may not do unrighteousness. ' ’ Vassals of distant districts as well as youths in the palace, and multitudes within the state boundaries as well as the rustics living on the four borders, upon hearing this, all competed in doing righteousness. Now what is the reason for all this? It is only with material goods that the superior can employ his subordinates, and it is only with statecraft that the sub-ordinates can serve their lord."
mozi-008-exaltation-of-the-virtuous-i__align-0008,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,20,8.20 - 8.21,今上舉義不辟貧賤，然則我不可不爲義。」親者聞之，亦退而謀曰：,8.23,"Take, for example, the rich man who built his walls high and left only one gate."
mozi-008-exaltation-of-the-virtuous-i__align-0009,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,22,8.22 - 8.24,「始我所恃者，親也。今上舉義不辟疏，然則我不可不爲義。」近者聞之，亦退而謀曰：,8.24,"When the burglar had entered, the man closed the gate and searched for him, and the burglar had no more exit."
mozi-008-exaltation-of-the-virtuous-i__align-0010,mozi,mozi-008-exaltation-of-the-virtuous-i,chapter,sentence,grouped,False,,3,3,exact_or_near_exact,0.93,25,8.25 - 8.27,「始我所恃者，近也，今上舉義不辟遠，然則我不可不爲義。」遠者聞之，亦退而謀曰：「我始以遠爲無恃，今上舉義不辟遠，然則我不可不爲義。,8.25 - 8.27,"Because the man had the vantage-point. Therefore in administering the government, the ancient sage-kings ranked the morally excellent high and exalted the virtuous. If capable, even a farmer or an artisan would be employed-commissioned with high rank, remunerated with liberal emoluments, trusted with important charges, and empowered to issue final orders."
